hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
Level 1 Skin Procedures,5051,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,842.06,188.45,1420.23,15,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,656.71,401.2,4426.22,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,547.26,180.68,2387.01,25,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,458.33,103.42,2340.65,50,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,370.46,370.46,370.46,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,235.76,223.04,1230.77,14,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,422.33,422.33,422.33,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,2896.53,412.96,4666.88,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,99.58,99.58,99.58,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,211.21,192.21,4490.51,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,516.98,516.98,516.98,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,1209.64,672.97,3793.98,1 through 10,percent of total billed charges,,,
Level 2 Skin Procedures,5052,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,235.08,188.63,921.59,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,913.73,779.41,2908.16,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,5252.59,5252.59,5252.59,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,1222.7,841,15431.92,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,1040.89,783.16,3825.4,11,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,2730.4,1055.53,3779.04,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,3710.85,3523.87,8514.89,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,6258.93,6258.93,6258.93,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,2029.17,1621.74,14976.06,1 through 10,percent of total billed charges,,,
Level 3 Skin Procedures,5053,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,12473.65,12473.65,12473.65,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,2863.14,906.83,8832.58,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,4634.69,783.05,20490.38,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,5904.65,5904.65,5904.65,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,11062.25,7430.08,18334.01,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,5699.55,5699.55,5699.55,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,6792.26,4580.69,14987.27,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,2728.55,2728.55,2728.55,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,11702.01,11702.01,16592.17,1 through 10,percent of total billed charges,,,
Level 4 Skin Procedures,5054,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,6228.74,6228.74,6228.74,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,13191.86,6812.53,15862.17,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,13447.99,10921.78,19805.1,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,10860.63,6977.72,22420.8,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,15000.71,15000.71,15000.71,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,13483.92,13483.92,13483.92,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,7809.47,7809.47,14157.6,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,11889.85,11472.61,15974.93,1 through 10,percent of total billed charges,,,
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 5 Skin Procedures,5055,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,4681.15,4681.15,4681.15,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,2871.1,1897.62,6042.33,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,3783.08,2107.25,6812.87,44,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,3364.91,1404.63,6123.79,50,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,5849.85,5394.61,7449.4,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,4073.21,2107.98,5253.97,11,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,3469.16,1844.16,7145.54,17,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,3554.2,2548.65,7511.76,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,1250.47,1250.47,1250.47,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,4036.02,2133.71,5732.09,17,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,2647.54,2647.54,4047.19,1 through 10,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,3497.95,1562.07,6148.25,13,percent of total billed charges,,,
Level 1 Excision/ Biopsy/ Incision and Drainage,5071,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,4167.23,4144.39,6350.39,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,4102.58,2520.95,8442.92,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,3733.13,1512.37,6483.16,16,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Bcbs,All Commercial Plans,,100,,4816.31,1857.07,9707.03,40,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,8999.51,8999.51,8999.51,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Cigna,All Commercial Plans,,100,,4387.21,3442.68,7084.96,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Ehp,Employee,,100,,3133.26,2131.52,7080.04,17,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,4845.16,3073.15,6580.41,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,3263.49,2442.03,7002.13,12,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,3629.73,3629.73,3629.73,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,9718.15,3854.17,10628.42,1 through 10,percent of total billed charges,,,
Level 2 Excision/ Biopsy/ Incision and Drainage,5072,APC,,,,,facility,outpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Level 3 Excision/ Biopsy/ Incision and Drainage,5073,APC,,,,,facility,outpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,8796.46,8796.46,8796.46,1 through 10,percent of total billed charges,,,
Level 3 Excision/ Biopsy/ Incision and Drainage,5073,APC,,,,,facility,outpatient,,,,,,Aetna,All Commercial Plans,,100,,12941.67,4319.77,18236.74,1 through 10,percent of total billed charges,,,
Level 3 Excision/ Biopsy/ Incision and Drainage,5073,APC,,,,,facility,outpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,7717.15,4679.88,20491.42,14,percent of total billed charges,,,
